task,trial,rotation_angle_deg,15,21,23,17,13,19,31,29,27,35,11,05,9,25,7,p01
rotated_training_15,2,-15,1.43,-3.76,11.59,4.90,7.03,3.29,7.09,6.61,-1.00,7.90,4.03,3.25,3.17,2.36,13.24,8.08
rotated_training_15,3,-15,5.63,6.50,4.21,5.27,3.95,7.08,9.23,5.95,9.27,9.46,1.22,2.03,-2.01,0.30,11.87,6.65
rotated_training_15,4,-15,13.11,13.04,8.76,9.84,11.47,14.24,5.44,8.95,27.90,5.01,6.59,16.59,0.56,13.89,13.30,4.71
rotated_training_15,5,-15,12.04,13.24,11.37,10.95,6.39,4.49,1.42,8.52,41.84,10.28,7.80,7.31,16.29,10.82,8.29,4.14
rotated_training_15,6,-15,2.49,0.60,18.56,1.47,19.04,11.71,11.46,14.92,-36.21,13.30,9.62,10.46,16.70,9.52,14.17,13.85
rotated_training_15,7,-15,10.92,11.39,13.93,10.09,20.48,11.03,16.66,11.15,-15.33,14.84,9.49,3.22,3.24,10.01,6.23,13.02
rotated_training_15,8,-15,10.20,3.84,11.93,7.95,17.34,9.46,15.12,5.65,40.33,11.31,17.68,10.58,11.62,12.68,5.50,7.13
rotated_training_15,9,-15,14.04,14.68,15.90,15.76,6.84,9.74,11.08,9.33,-17.48,11.54,22.08,6.15,17.15,17.41,13.57,6.81
rotated_training_15,10,-15,6.98,15.91,12.82,21.70,20.56,16.18,10.17,14.76,-14.77,6.12,11.09,11.42,23.48,12.95,12.20,9.70
rotated_training_15,11,-15,13.43,7.28,11.98,1.85,16.05,9.82,4.68,12.49,30.32,13.09,8.51,10.03,5.44,17.93,5.22,7.77
rotated_training_15,12,-15,8.91,13.99,13.99,16.81,16.60,13.14,6.43,9.74,-17.52,14.26,21.35,6.38,12.32,6.12,14.69,8.49
rotated_training_15,13,-15,8.91,13.67,17.32,14.25,15.29,9.20,9.14,15.73,-11.23,9.27,nan,11.45,25.12,7.82,3.64,9.53
rotated_training_15,14,-15,3.28,10.46,11.15,14.09,16.44,11.74,7.28,10.17,28.55,11.54,6.14,15.79,24.60,17.69,10.90,10.62
rotated_training_15,15,-15,2.82,4.80,19.81,22.15,20.73,18.69,11.63,18.03,4.60,12.82,11.63,-22.65,7.82,16.78,8.36,10.43
rotated_training_15,16,-15,1.25,12.82,15.63,18.62,18.04,15.33,10.42,9.49,31.34,14.18,13.51,2.94,11.23,13.97,5.60,5.53
rotated_training_15,17,-15,7.96,10.29,14.40,9.81,23.01,7.50,15.31,6.14,-9.12,15.19,-4.30,10.41,-6.42,17.24,16.23,16.83
rotated_training_15,18,-15,14.04,nan,8.93,13.15,21.24,16.95,16.59,12.55,40.24,15.71,9.11,18.81,10.68,11.16,9.25,6.99
rotated_training_15,19,-15,10.90,15.63,7.40,8.40,17.90,15.03,10.55,11.31,-6.94,11.31,5.01,14.49,26.18,4.60,13.24,8.07
rotated_training_15,20,-15,nan,14.68,12.56,13.57,20.08,10.51,9.81,13.12,34.62,21.49,8.34,12.50,14.94,16.28,13.40,4.84
rotated_training_15,21,-15,16.28,11.70,12.66,11.84,18.83,25.22,7.77,6.00,26.84,14.14,7.91,5.02,9.69,13.02,10.15,11.31
rotated_training_15,22,-15,13.22,15.40,12.37,18.96,22.06,22.71,7.10,7.73,-11.16,12.26,12.65,8.52,4.28,17.75,12.53,6.75
rotated_training_15,23,-15,-2.26,10.91,6.51,13.06,21.30,17.66,10.55,14.94,38.16,14.04,13.71,9.08,11.48,14.72,14.91,12.93
rotated_training_15,24,-15,9.51,17.59,14.65,16.21,19.23,11.06,17.32,11.45,12.50,20.02,11.56,10.82,13.06,19.24,10.83,10.67
