task,trial,rotation_angle_deg,34,30,28,16,18,36,22,2,4,24,20,32,10,8,26
rotated_training_15,29,-15,12.78,11.15,18.3,14.76,12.64,20.49,12.77,14.39,17.54,19.95,12.26,5.23,12.95,21.11,18.7
rotated_training_15,30,-15,15.66,17.46,10.06,18.17,15.02,17.6,11.14,11.62,15.01,10.99,25.59,20.6,4.71,6.52,11.53
rotated_training_15,31,-15,nan,12.7,13.89,14.7,12.33,7.95,12.39,16.3,17.89,11.95,17.08,nan,19.78,nan,18.3
rotated_training_15,32,-15,13.54,11.73,14.74,13.63,8.25,22.22,10.92,13.47,24.73,15.04,9.8,11.93,12.59,17.86,0.21
rotated_training_15,33,-15,12.5,16.82,12.5,20.77,18.92,38.22,12.01,13.31,13.21,18.98,17.38,12.02,7.2,13.47,13.09
rotated_training_15,34,-15,16.56,13.83,13.75,23.7,7.38,2.12,12.79,9.51,19.16,17.37,9.67,11.37,17.57,26.1,14.46
rotated_training_15,35,-15,13.78,6.04,15.59,21.73,10.19,nan,5.31,14.96,18.73,19.16,16.46,1.86,8.59,12.56,7.77
rotated_training_15,36,-15,12.33,14.49,25.14,16.52,9.81,13.68,10.18,13.08,16.34,16.56,17.53,13.71,17.16,17.63,11.08
rotated_training_15,37,-15,14.6,12.31,14.3,18.9,16.12,-22.87,13.45,15.7,15.91,16.66,18.68,-13.56,5.01,nan,12.8
rotated_training_15,38,-15,9.73,17.66,18.92,21.37,12.39,45,13.12,11.94,11.73,19.34,17.89,15.91,25.04,6.25,9.96
rotated_training_15,39,-15,13.88,9.51,20.33,19.47,11.72,22.01,9.65,8.88,6.47,21.84,17.68,17.53,15.21,6.55,9.41
rotated_training_15,40,-15,13.67,20.65,14.7,13.05,10.69,21.75,18.16,11.15,11,15.15,14.04,15.04,31.66,19.11,4.52
rotated_training_15,41,-15,17.77,18.17,7.13,12.31,8.6,4.09,11.73,16.14,7.9,24.69,22.38,18.14,6.21,13.49,5.51
rotated_training_15,42,-15,21.39,12.83,19.54,17.92,14.66,26.73,5.61,12.93,15.91,14.39,11.89,13.75,9.69,12.29,21.04
rotated_training_15,43,-15,11.31,10.58,15.77,20.06,13.37,17.72,18.17,14.04,16.74,11.31,12.5,12.38,8.47,10.73,4.52
rotated_training_15,44,-15,14.4,5.86,13.11,22.4,8.57,25.62,13.78,16.43,10.89,16.81,12.06,15.62,29.64,16.59,17.43
rotated_training_15,45,-15,14.1,13.63,14.84,13.15,17.6,18.85,10.23,9.96,17.95,14.5,20.19,24.15,13.96,11.64,15.07
no-cursors_15_include,1,-15,12.79,21.04,4.92,17.63,-2.06,13.76,5.81,5.89,24.85,5.85,-4.3,11.64,10.91,20.81,-9.96
no-cursors_15_include,2,-15,13.75,4.67,17.07,9.36,5.77,5.36,-2.56,4.69,-2.89,11.55,14.93,13.19,21.04,4.56,1.68
no-cursors_15_include,3,-15,9.03,7.02,14.61,6.27,8.31,12.09,4.59,10.45,3.61,12.88,44.42,6.31,11.97,13.54,18.18
no-cursors_15_include,4,-15,8.85,6.61,0.82,0.58,7.13,8.29,-0.63,9.24,6.93,14.66,23.16,5.12,7.54,-1.9,20.8
no-cursors_15_include,5,-15,18.8,7.93,4.98,1.93,10.71,10.46,2.04,4.59,1.77,13.43,-5.38,-2.3,4.59,6.53,1.08
no-cursors_15_include,6,-15,11.68,12.01,25.09,4.3,2.06,17.59,4.34,20.44,13.75,16.86,-309.11,12.31,12.04,17.2,11.78
no-cursors_15_include,7,-15,9.43,5.91,20.61,1.04,4.3,20.53,9.56,12.13,19.6,13.38,32.94,10.63,3.44,45,25.07
no-cursors_15_include,8,-15,19.16,6.63,1.26,10.91,6.75,4.19,0.91,7.35,-3.08,18.83,18.88,5.35,5.73,2.71,32.74
no-cursors_15_include,9,-15,12.22,10.3,12.77,8.86,6.7,-3.27,1.19,15.9,4.64,17.03,-6.05,1.72,6.53,4.96,9.67
no-cursor_15_exclude,1,-15,3.98,10.03,5.01,11.78,-0.84,4.21,4.13,11.73,-9.96,3.56,2.97,3.14,10.34,12.55,0.21
no-cursor_15_exclude,2,-15,1.28,6.99,7.33,7.57,4.93,9.94,-5.01,5.27,0.3,11.08,10.36,3.14,10.2,6.74,15.22
no-cursor_15_exclude,3,-15,14.23,2.53,15.67,9.87,9.19,12.94,4.26,-1.1,12.04,17.37,26.38,6.03,-0.21,-6.54,1.8
no-cursor_15_exclude,4,-15,8.86,6.37,12.7,0,8.37,10.96,2.56,9.23,20.77,13.21,19.11,-0.79,-1.51,-4.99,-1.37
no-cursor_15_exclude,5,-15,5.71,8.49,19.23,-2.05,8.89,25.7,-5.37,2.95,-7.23,7.1,13.21,-4.07,-2.3,1.55,6.8
no-cursor_15_exclude,6,-15,21.7,5.75,12.02,7.02,10.12,13.1,-6.25,17.21,-1.28,16.61,9.23,6.48,16.84,-0.59,19.55
no-cursor_15_exclude,7,-15,22,1.13,4.55,15.15,-1.05,17.71,5.03,13.12,-3.49,9.87,4.24,7.72,7.57,-12.9,16.41
no-cursor_15_exclude,8,-15,8.49,6.37,-4.18,10.89,11.01,6.75,-2.08,1.68,-6.51,16.32,10.57,-1.79,6.73,14.14,-1.14
