"task_num"	"task_name"	"trial_type"	"trial_num"	"terminalfeedback_bool"	"rotation_angle"	"targetangle_deg"	"targetdistance_percmax"	"homex_px"	"homey_px"	"targetx_px"	"targety_px"	"time_s"	"mousex_px"	"mousey_px"	"cursorx_px"	"cursory_px"
"9871"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.73	-9	0	-4.5	7.79422863406
"9872"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.76	-9	0	-4.5	7.79422863406
"9873"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.79	-9	0	-4.5	7.79422863406
"9874"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.82	-9	0	-4.5	7.79422863406
"9875"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.86	-9	0	-4.5	7.79422863406
"9876"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.89	-9	0	-4.5	7.79422863406
"9877"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.92	-9	0	-4.5	7.79422863406
"9878"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.96	-9	0	-4.5	7.79422863406
"9879"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301027.99	-9	0	-4.5	7.79422863406
"9880"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.02	-9	0	-4.5	7.79422863406
"9881"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.06	-9	0	-4.5	7.79422863406
"9882"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.09	-9	0	-4.5	7.79422863406
"9883"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.12	-9	0	-4.5	7.79422863406
"9884"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.16	-9	0	-4.5	7.79422863406
"9885"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.19	-9	0	-4.5	7.79422863406
"9886"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.22	-9	0	-4.5	7.79422863406
"9887"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.26	-9	0	-4.5	7.79422863406
"9888"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.29	-9	0	-4.5	7.79422863406
"9889"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.32	-7	2	-1.76794919243	7.06217782649
"9890"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.36	-2	8	5.92820323028	5.73205080757
"9891"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.39	7	20	20.8205080757	3.93782217351
"9892"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.42	12	33	34.5788383249	6.10769515459
"9893"	20	1	1	1	0	-60	45	100	0	0	395.979797464	395.979797464	1551301028.46	17	43	45.7390923627	6.77756813566
