18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.10909	-0.16364	-0.10909	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.10909	-0.16364	-0.10909	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.10909	-0.16364	-0.10909	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	0	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.16364	-0.16364	-0.16364	-0.16364	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.21818	0.054545	-0.21818	0.054545	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	-0.054545	0.49091	-0.054545	0.49091	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	0.32727	1.2	0.32727	1.2	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	0.87273	1.9091	0.87273	1.9091	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	1.5818	2.6182	1.5818	2.6182	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	2.2364	3.2727	2.2364	3.2727	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	3.1091	4.1455	3.1091	4.1455	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	4.0364	5.0727	4.0364	5.0727	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	5.0182	6.2182	5.0182	6.2182	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	6	7.4182	6	7.4182	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	6.9273	8.5091	6.9273	8.5091	1	1	0	0	0
18	1	1	1	0	0	45	100	0	-10.691	21.599	21.599	1.5502e+12	8.2364	10.091	8.2364	10.091	1	1	0	1	0
