task,task_type,trial,rotation_angle_deg,15,21,23,17,13,19,2,11,9,1,25,26,7
no-cursor_baseline_2,no_cursor,7,0,-7.58,2.87,-5.12,4.84,-1.77,-51.47,4.13,-2.52,-1.7,-0.19,3.54,5.09,5.35
no-cursor_baseline_2,no_cursor,8,0,-9.46,6.15,1.52,5.43,-8.25,1.12,6.34,9.23,4.17,-3.91,6.66,8.68,6.34
no-cursor_baseline_2,no_cursor,9,0,4.73,-2.52,-2.17,10.84,-8.25,1.45,0.42,6.22,-5.42,10.65,2.14,7.74,-5.75
rotated_training_60,cursor,1,-60,17.08,nan,34.94,25.77,13.22,9.21,21.13,6.44,nan,nan,11.79,nan,nan
rotated_training_60,cursor,2,-60,56.2,17.21,36.01,53.43,-5.73,-18.96,15.64,36.09,17.15,23.32,18.43,31.53,8.89
rotated_training_60,cursor,3,-60,nan,43.79,41.53,41.15,21.96,-7.13,nan,20.98,48.9,28.73,46.08,29.72,13.82
rotated_training_60,cursor,4,-60,35.16,40.6,63.31,44.35,17.19,-5.65,36.44,65.7,51.43,30.86,32.07,40.63,13.56
rotated_training_60,cursor,5,-60,60.95,42.02,30.24,58.24,7.23,32.47,47.36,-15.23,53.61,35.69,45.31,65.01,25.63
rotated_training_60,cursor,6,-60,59.67,29.67,61.73,39.97,24.76,-22.78,51.75,31.26,36.74,14.5,48.47,38.86,27.7
rotated_training_60,cursor,7,-60,55.57,41.33,54.1,99.8,24.41,-6.2,50.83,23.09,53.6,18.72,46.95,46.46,17.67
rotated_training_60,cursor,8,-60,46.16,48.95,62.23,60.44,9.9,-10.01,49.96,30.91,62.19,41.33,48.91,63.05,21.22
rotated_training_60,cursor,9,-60,62.12,45.3,56.56,28.97,-3.6,-5.99,37.29,60.7,41.72,18.98,20.75,36.57,20.91
rotated_training_60,cursor,10,-60,43.26,46.4,62.1,63.7,5.47,9.77,57.14,29.92,54.64,17.21,34.8,48.54,21.04
rotated_training_60,cursor,11,-60,38.69,53.25,56.31,61.93,21.49,52.83,56.72,48.01,48.93,16.15,32.56,51.44,20.8
rotated_training_60,cursor,12,-60,60.58,40.41,60.15,71.82,30.89,49.3,49.54,82.15,54.87,18.03,31.53,54.16,22.08
rotated_training_60,cursor,13,-60,57.78,50.57,51.14,55.11,38.86,63.3,55.48,90,49.84,3.87,39.5,61.79,28.72
rotated_training_60,cursor,14,-60,42.87,25.58,60.84,74.14,34.1,58.14,58.9,28.68,55.21,8.95,nan,47.34,27.04
rotated_training_60,cursor,15,-60,87.42,45.3,53.19,82.5,32.59,45.61,61.03,28.24,54.46,25.23,26.75,53.43,22.52
rotated_training_60,cursor,16,-60,62.3,24.79,57.62,57.82,42.69,54.88,62.68,53.55,50.77,25.76,25.9,67.51,20.6
rotated_training_60,cursor,17,-60,28.27,50.5,57.93,62.07,27.49,54.75,53.97,36.62,43.25,nan,7.15,61.86,19.75
rotated_training_60,cursor,18,-60,60.36,49.11,60.18,58.82,13.22,85.76,41.32,8.59,57.83,15.48,47.35,44.45,20.48
rotated_training_60,cursor,19,-60,100.2,37.44,65.85,61.99,37.46,15.31,67.98,31.39,42.26,44.39,22.36,61.24,30.68
rotated_training_60,cursor,20,-60,57.64,42.42,48.37,55.69,28.56,71.02,48.44,0.59,63.98,35.04,30,59.14,22.24
