"task_num"	"task_name"	"trial_type"	"trial_num"	"terminalfeedback_bool"	"rotation_angle"	"targetangle_deg"	"targetdistance_percmax"	"homex_px"	"homey_px"	"targetx_px"	"targety_px"	"time_s"	"mousex_px"	"mousey_px"	"cursorx_px"	"cursory_px"
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.09781002998	12	4	12.3923048454	-2.53589838486
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.13125395775	12	4	12.3923048454	-2.53589838486
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.16442298889	11	4	11.5262794416	-2.03589838486
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.19789099693	10	4	10.6602540378	-1.53589838486
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.23116183281	8	3	8.42820323028	-1.40192378865
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.26462197304	6	2	6.19615242271	-1.26794919243
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.29793095589	3	2	3.59807621135	0.232050807569
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.3313369751	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.36461901665	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.39787793159	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.43129396439	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.46468997002	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.49799990654	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.53150105476	2	1	2.23205080757	-0.133974596216
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.56480002403	2	2	2.73205080757	0.732050807569
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.59822201729	4	7	6.96410161514	4.06217782649
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.63156795502	5	9	8.83012701892	5.29422863406
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.66482186317	6	10	10.1961524227	5.66025403784
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.69830393791	6	10	10.1961524227	5.66025403784
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.7312400341	6	10	10.1961524227	5.66025403784
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.76517295837	6	10	10.1961524227	5.66025403784
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.7984058857	6	9	9.69615242271	4.79422863406
28	"1"	"1"	1	FALSE	-30	90	100	0	0	3.42901103761e-14	560	1.83173298836	6	9	9.69615242271	4.79422863406
