task_num,trial_num,rotation_angle,targetangle_deg,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px,ppt,stratuse,exp,angular_dev
18,2,-60,45,0,-10.691,21.599,21.599,1.5514e+12,8.5636,10.636,8.5636,10.636,16_abruptExp,0,abruptExp,23.1226666666236
18,3,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,0.6,12.164,0.6,12.164,16_abruptExp,0,abruptExp,-1.50380981914961
18,4,-60,45,0,-10.691,21.599,21.599,1.5514e+12,11.945,13.418,11.945,13.418,16_abruptExp,0,abruptExp,18.643510900823
18,5,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-13.582,13.854,-13.582,13.854,16_abruptExp,0,abruptExp,-16.0420079819353
18,6,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-1.0909,10.309,-1.0909,10.309,16_abruptExp,0,abruptExp,2.97370634586602
18,7,-60,45,0,-10.691,21.599,21.599,1.5514e+12,4.6363,5.5636,4.6363,5.5636,16_abruptExp,0,abruptExp,29.0802593131784
18,8,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-1.1454,16.691,-1.1454,16.691,16_abruptExp,0,abruptExp,2.3953089101265
18,9,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-6.8181,7.7454,-6.8181,7.7454,16_abruptExp,0,abruptExp,-24.7047333748552
24,1,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-3.6545,11.673,-3.6545,11.673,16_abruptExp,1,abruptExp,9.28067359926391
24,2,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-7.5818,5.7272,-7.5818,5.7272,16_abruptExp,1,abruptExp,-20.2128659874296
24,3,-60,45,0,-10.691,21.599,21.599,1.5514e+12,15.273,13.745,15.273,13.745,16_abruptExp,1,abruptExp,12.9937737513099
24,4,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,3.3272,21.218,3.3272,21.218,16_abruptExp,1,abruptExp,-5.95280627708267
24,5,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-17.727,6.3818,-17.727,6.3818,16_abruptExp,1,abruptExp,1.07697413196146
24,6,-60,45,0,-10.691,21.599,21.599,1.5514e+12,6.3818,3.8727,6.3818,3.8727,16_abruptExp,1,abruptExp,21.3370113330028
24,7,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,1.0364,18.982,1.0364,18.982,16_abruptExp,1,abruptExp,-2.00037800982699
24,8,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-11.782,3.1091,-11.782,3.1091,16_abruptExp,1,abruptExp,-4.5105618664594
24,9,-60,45,0,-10.691,21.599,21.599,1.5514e+12,20.182,15.6,20.182,15.6,16_abruptExp,1,abruptExp,7.48874557536216
16,1,-60,45,0,-10.691,21.599,21.599,1.5514e+12,8.4545,9.5999,8.4545,9.5999,16_abruptExp,1,abruptExp,22.3802353023758
16,2,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-1.5273,11.673,-1.5273,11.673,16_abruptExp,1,abruptExp,3.90682260378993
16,3,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-11.891,8.1272,-11.891,8.1272,16_abruptExp,1,abruptExp,-12.7116878840069
16,4,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-20.127,12.273,-20.127,12.273,16_abruptExp,1,abruptExp,-3.76676978772406
16,5,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-3.2727,16.036,-3.2727,16.036,16_abruptExp,1,abruptExp,6.98107033789233
16,6,-60,45,0,-10.691,21.599,21.599,1.5514e+12,3,6.0545,3,6.0545,16_abruptExp,1,abruptExp,34.8430614770566
16,7,-60,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,0.43636,14.673,0.43636,14.673,16_abruptExp,1,abruptExp,-0.985614263331186
16,8,-60,45,0,-10.691,21.599,21.599,1.5514e+12,7.7999,10.8,7.7999,10.8,16_abruptExp,1,abruptExp,25.0522429205055
16,9,-60,135,0,-10.691,-21.599,21.599,1.5514e+12,-10.473,10.527,-10.473,10.527,16_abruptExp,1,abruptExp,-18.729498232976
7,1,0,45,0,-10.691,21.599,21.599,1.5514e+12,5.5636,6.9818,5.5636,6.9818,16_abruptExp,0,abruptExp,27.5254005405095
7,2,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-10.2,9.3817,-10.2,9.3817,16_abruptExp,0,abruptExp,-18.0624690243854
7,3,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,0.10909,11.236,0.10909,11.236,16_abruptExp,0,abruptExp,-0.285052447565661
7,4,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-2.3454,13.527,-2.3454,13.527,16_abruptExp,0,abruptExp,5.53157765236671
7,5,0,45,0,-10.691,21.599,21.599,1.5514e+12,5.3454,4.8,5.3454,4.8,16_abruptExp,0,abruptExp,25.96224394243
7,6,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-8.1272,8.7817,-8.1272,8.7817,16_abruptExp,0,abruptExp,-22.346109548601
7,7,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-1.9636,16.909,-1.9636,16.909,16_abruptExp,0,abruptExp,4.06944735197513
7,8,0,45,0,-10.691,21.599,21.599,1.5514e+12,8.3454,7.9636,8.3454,7.9636,16_abruptExp,0,abruptExp,20.8979675417721
7,9,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-6,4.0363,-6,4.0363,16_abruptExp,0,abruptExp,-22.8336912515983
11,1,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-8.4545,10.745,-8.4545,10.745,16_abruptExp,0,abruptExp,-23.4753962948317
11,2,0,45,0,-10.691,21.599,21.599,1.5514e+12,10.036,10.636,10.036,10.636,16_abruptExp,0,abruptExp,19.7993938766444
11,3,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,0.43636,10.309,0.43636,10.309,16_abruptExp,0,abruptExp,-1.19038042754335
11,4,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,0.38182,10.909,0.38182,10.909,16_abruptExp,0,abruptExp,-1.01270353478397
11,5,0,45,0,-10.691,21.599,21.599,1.5514e+12,7.6363,9.2727,7.6363,9.2727,16_abruptExp,0,abruptExp,24.0676849034011
11,6,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-6.3272,6,-6.3272,6,16_abruptExp,0,abruptExp,-24.2393568476018
11,7,0,45,0,-10.691,21.599,21.599,1.5514e+12,6.2727,6.8181,6.2727,6.8181,16_abruptExp,0,abruptExp,25.2897486392133
11,8,0,90,0,-10.691,1.8704e-15,30.545,1.5514e+12,-0.49091,11.236,-0.49091,11.236,16_abruptExp,0,abruptExp,1.28254540369619
11,9,0,135,0,-10.691,-21.599,21.599,1.5514e+12,-9.2727,7.2545,-9.2727,7.2545,16_abruptExp,0,abruptExp,-17.6739456962341
24,1,-60,45,0,-10.691,21.599,21.599,1.5518e+12,7.9636,8.8908,7.9636,8.8908,17_abruptExp,0,abruptExp,22.8692230092679
24,2,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-4.2,17.454,-4.2,17.454,17_abruptExp,0,abruptExp,8.48745777442835
24,3,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-16.636,3.0545,-16.636,3.0545,17_abruptExp,0,abruptExp,5.43476970120466
24,4,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-12.982,6.1636,-12.982,6.1636,17_abruptExp,0,abruptExp,-7.39528302620481
24,5,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-3.1091,18.873,-3.1091,18.873,17_abruptExp,0,abruptExp,6.0034472194554
24,6,-60,45,0,-10.691,21.599,21.599,1.5518e+12,7.5818,4.7454,7.5818,4.7454,17_abruptExp,0,abruptExp,18.8414028350805
24,7,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-4.0363,16.473,-4.0363,16.473,17_abruptExp,0,abruptExp,8.45174253390481
24,8,-60,45,0,-10.691,21.599,21.599,1.5518e+12,8.4545,12.273,8.4545,12.273,17_abruptExp,0,abruptExp,24.7881492622854
24,9,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-18.218,7.6908,-18.218,7.6908,17_abruptExp,0,abruptExp,-0.25642178442726
16,1,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-0.27273,14.618,-0.27273,14.618,17_abruptExp,0,abruptExp,0.617395911941117
16,2,-60,45,0,-10.691,21.599,21.599,1.5518e+12,3.5455,5.9455,3.5455,5.9455,17_abruptExp,0,abruptExp,32.9693498976111
16,3,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-13.418,4.2545,-13.418,4.2545,17_abruptExp,0,abruptExp,-3.08265338972143
16,4,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-8.6727,2.8364,-8.6727,2.8364,17_abruptExp,0,abruptExp,-12.3352156615602
16,5,-60,45,0,-10.691,21.599,21.599,1.5518e+12,5.8364,9.1636,5.8364,9.1636,17_abruptExp,0,abruptExp,28.6189280184326
16,6,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-3.3273,9.1636,-3.3273,9.1636,17_abruptExp,0,abruptExp,9.51341610026124
16,7,-60,45,0,-10.691,21.599,21.599,1.5518e+12,8.8909,10.145,8.8909,10.145,17_abruptExp,0,abruptExp,21.8916414961686
16,8,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-8.6727,5.7273,-8.6727,5.7273,17_abruptExp,0,abruptExp,-17.15547441131
16,9,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-3.2727,12.655,-3.2727,12.655,17_abruptExp,0,abruptExp,7.97986405727582
22,1,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-2.7273,7.7999,-2.7273,7.7999,17_abruptExp,1,abruptExp,53.3903002487109
22,2,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-11.073,-3.6545,-11.073,-3.6545,17_abruptExp,1,abruptExp,12.5654845594673
22,3,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-15.164,9.4363,-15.164,9.4363,17_abruptExp,1,abruptExp,36.9945373190501
22,4,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-4.0909,17.563,-4.0909,17.563,17_abruptExp,1,abruptExp,53.2386091638802
22,6,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-6.1636,2.6182,-6.1636,2.6182,17_abruptExp,1,abruptExp,24.8492426455782
22,7,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-4.4181,8.4545,-4.4181,8.4545,17_abruptExp,1,abruptExp,12.9943545144533
22,8,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-23.891,-0.32727,-23.891,-0.32727,17_abruptExp,1,abruptExp,21.5491750718784
22,9,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-2.7273,13.364,-2.7273,13.364,17_abruptExp,1,abruptExp,51.4684405237596
18,1,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-7.8545,5.6727,-7.8545,5.6727,17_abruptExp,1,abruptExp,25.6407895478813
18,2,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-3.5454,16.036,-3.5454,16.036,17_abruptExp,1,abruptExp,52.5563053624829
18,3,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-16.364,-1.6364,-16.364,-1.6364,17_abruptExp,1,abruptExp,16.043175556337
18,4,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-4.2545,16.2,-4.2545,16.2,17_abruptExp,1,abruptExp,53.9904052996629
18,5,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-8.2908,6.7636,-8.2908,6.7636,17_abruptExp,1,abruptExp,25.4073565407786
18,6,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-11.945,-0.76363,-11.945,-0.76363,17_abruptExp,1,abruptExp,5.27036864267907
18,7,-60,45,0,-10.691,21.599,21.599,1.5518e+12,-3.1091,13.254,-3.1091,13.254,17_abruptExp,1,abruptExp,52.3980880471503
18,8,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-13.527,-2.3454,-13.527,-2.3454,17_abruptExp,1,abruptExp,13.3271291137529
18,9,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-9.1636,6.1636,-9.1636,6.1636,17_abruptExp,1,abruptExp,28.5322799837047
7,1,0,45,0,-10.691,21.599,21.599,1.5518e+12,5.0727,5.4545,5.0727,5.4545,17_abruptExp,0,abruptExp,27.5579792429311
7,2,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,0.054545,16.254,0.054545,16.254,17_abruptExp,0,abruptExp,-0.11598419093383
7,3,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-3.9818,3.8727,-3.9818,3.8727,17_abruptExp,0,abruptExp,-29.7087024325629
7,4,0,45,0,-10.691,21.599,21.599,1.5518e+12,2.4545,4.0909,2.4545,4.0909,17_abruptExp,0,abruptExp,35.5721888112837
7,5,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-11.727,10.091,-11.727,10.091,17_abruptExp,0,abruptExp,-15.5645537652607
7,6,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,0,12.109,0,12.109,17_abruptExp,0,abruptExp,0
7,7,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-8.6181,6.6545,-8.6181,6.6545,17_abruptExp,0,abruptExp,-18.5795469652377
7,8,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-0.65454,8.6727,-0.65454,8.6727,17_abruptExp,0,abruptExp,1.93599910409503
7,9,0,45,0,-10.691,21.599,21.599,1.5518e+12,6,5.5636,6,5.5636,17_abruptExp,0,abruptExp,24.7395713302763
11,1,0,45,0,-10.691,21.599,21.599,1.5518e+12,5.9454,5.8363,5.9454,5.8363,17_abruptExp,0,abruptExp,25.2147143110634
11,2,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-7.7999,7.7454,-7.7999,7.7454,17_abruptExp,0,abruptExp,-22.0682037095712
11,3,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-1.2545,11.4,-1.2545,11.4,17_abruptExp,0,abruptExp,3.25021228508425
11,4,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-1.3636,14.618,-1.3636,14.618,17_abruptExp,0,abruptExp,3.08400402940559
11,5,0,45,0,-10.691,21.599,21.599,1.5518e+12,8.6727,10.364,8.6727,10.364,17_abruptExp,0,abruptExp,22.6128987527541
11,6,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-8.3454,7.7454,-8.3454,7.7454,17_abruptExp,0,abruptExp,-20.6456930355457
11,7,0,45,0,-10.691,21.599,21.599,1.5518e+12,8.3454,9.7636,8.3454,9.7636,17_abruptExp,0,abruptExp,22.8047248972976
11,8,0,135,0,-10.691,-21.599,21.599,1.5518e+12,-10.527,8.7272,-10.527,8.7272,17_abruptExp,0,abruptExp,-16.5369808591381
11,9,0,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-1.4727,7.1999,-1.4727,7.1999,17_abruptExp,0,abruptExp,4.70572662384454
22,1,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-4.3091,19.8,-4.3091,19.8,18_abruptExp,0,abruptExp,7.00430835005443
22,2,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-22.2,12.709,-22.2,12.709,18_abruptExp,0,abruptExp,-6.5726703939705
22,3,-60,45,0,-15.273,21.599,21.599,1.5518e+12,7.4727,17.127,7.4727,17.127,18_abruptExp,0,abruptExp,32.0124738526699
22,4,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-5.6181,18.873,-5.6181,18.873,18_abruptExp,0,abruptExp,9.34326358411103
22,5,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-20.291,9.9272,-20.291,9.9272,18_abruptExp,0,abruptExp,-6.15925976240248
22,6,-60,45,0,-15.273,21.599,21.599,1.5518e+12,6,15.109,6,15.109,18_abruptExp,0,abruptExp,33.8286714464384
22,7,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-5.1818,22.527,-5.1818,22.527,18_abruptExp,0,abruptExp,7.80571932091536
22,8,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-21.818,12.164,-21.818,12.164,18_abruptExp,0,abruptExp,-6.50815494118962
22,9,-60,45,0,-15.273,21.599,21.599,1.5518e+12,5.0727,11.782,5.0727,11.782,18_abruptExp,0,abruptExp,34.3805748797039
18,1,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-17.073,13.309,-17.073,13.309,18_abruptExp,0,abruptExp,-14.1486927360231
18,2,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-5.2363,23.073,-5.2363,23.073,18_abruptExp,0,abruptExp,7.77587412768075
18,3,-60,45,0,-15.273,21.599,21.599,1.5518e+12,10.473,23.073,10.473,23.073,18_abruptExp,0,abruptExp,29.7240223346123
18,4,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-3.4363,20.4,-3.4363,20.4,18_abruptExp,0,abruptExp,5.50219734872331
18,5,-60,45,0,-15.273,21.599,21.599,1.5518e+12,8.3454,16.963,8.3454,16.963,18_abruptExp,0,abruptExp,30.4856677529672
18,6,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-14.018,12.218,-14.018,12.218,18_abruptExp,0,abruptExp,-17.9824046129479
18,7,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-5.1818,22.963,-5.1818,22.963,18_abruptExp,0,abruptExp,7.71779056714111
18,8,-60,45,0,-15.273,21.599,21.599,1.5518e+12,10.745,19.8,10.745,19.8,18_abruptExp,0,abruptExp,27.9669773839669
18,9,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-16.691,11.891,-16.691,11.891,18_abruptExp,0,abruptExp,-13.4312317951519
24,1,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,1.2545,19.145,1.2545,19.145,18_abruptExp,1,abruptExp,-2.08744698548171
24,2,-60,45,0,-15.273,21.599,21.599,1.5518e+12,5.1272,15.109,5.1272,15.109,18_abruptExp,1,abruptExp,35.4211415938044
24,3,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-10.964,-2.0727,-10.964,-2.0727,18_abruptExp,1,abruptExp,-5.28741244551625
24,4,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-23.345,2.2909,-23.345,2.2909,18_abruptExp,1,abruptExp,8.04357334578935
24,5,-60,45,0,-15.273,21.599,21.599,1.5518e+12,11.182,23.891,11.182,23.891,18_abruptExp,1,abruptExp,29.0650386584188
24,6,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,6,23.836,6,23.836,18_abruptExp,1,abruptExp,-8.72216135712115
24,7,-60,45,0,-15.273,21.599,21.599,1.5518e+12,0.054545,15.873,0.054545,15.873,18_abruptExp,1,abruptExp,44.8996598247411
24,8,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-15.818,-0.38182,-15.818,-0.38182,18_abruptExp,1,abruptExp,1.72869350397545
24,9,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-9.5454,11.945,-9.5454,11.945,18_abruptExp,1,abruptExp,19.3258573774538
16,1,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-10.964,7.0909,-10.964,7.0909,18_abruptExp,1,abruptExp,-18.883394021274
16,2,-60,45,0,-15.273,21.599,21.599,1.5518e+12,3.9818,22.527,3.9818,22.527,18_abruptExp,1,abruptExp,38.9867175526844
16,3,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-2.3454,14.236,-2.3454,14.236,18_abruptExp,1,abruptExp,4.54436331998795
16,4,-60,45,0,-15.273,21.599,21.599,1.5518e+12,4.5818,23.4,4.5818,23.4,18_abruptExp,1,abruptExp,38.2433539224291
16,5,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-25.309,18.545,-25.309,18.545,18_abruptExp,1,abruptExp,-8.18924314316493
16,6,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-13.145,29.236,-13.145,29.236,18_abruptExp,1,abruptExp,16.4536374951483
16,7,-60,45,0,-15.273,21.599,21.599,1.5518e+12,3.1091,17.891,3.1091,17.891,18_abruptExp,1,abruptExp,39.6442177720908
16,8,-60,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-7.6908,26.563,-7.6908,26.563,18_abruptExp,1,abruptExp,10.4165036646265
16,9,-60,135,0,-15.273,-21.599,21.599,1.5518e+12,-16.364,9.0545,-16.364,9.0545,18_abruptExp,1,abruptExp,-11.0730769769868
7,1,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-5.6727,5.4,-5.6727,5.4,18_abruptExp,0,abruptExp,-29.6556398786616
7,2,0,45,0,-15.273,21.599,21.599,1.5518e+12,6.5999,7.7454,6.5999,7.7454,18_abruptExp,0,abruptExp,29.0011959866146
7,3,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,0.16364,11.727,0.16364,11.727,18_abruptExp,0,abruptExp,-0.347250613405635
7,4,0,45,0,-15.273,21.599,21.599,1.5518e+12,13.254,13.091,13.254,13.091,18_abruptExp,0,abruptExp,19.9541401146633
7,5,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-13.036,11.727,-13.036,11.727,18_abruptExp,0,abruptExp,-19.2280612893304
7,6,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-0.76363,13.2,-0.76363,13.2,18_abruptExp,0,abruptExp,1.53627262431506
7,7,0,45,0,-15.273,21.599,21.599,1.5518e+12,12,11.509,12,11.509,18_abruptExp,0,abruptExp,20.8646556633014
7,8,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-11.836,10.8,-11.836,10.8,18_abruptExp,0,abruptExp,-20.5840321032384
7,9,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-0.87272,11.673,-0.87272,11.673,18_abruptExp,0,abruptExp,1.85503228022843
11,1,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-0.87272,5.8363,-0.87272,5.8363,18_abruptExp,0,abruptExp,2.36742633781598
11,2,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-9.4363,9.1636,-9.4363,9.1636,18_abruptExp,0,abruptExp,-23.8857140550726
11,3,0,45,0,-15.273,21.599,21.599,1.5518e+12,9.1636,10.418,9.1636,10.418,18_abruptExp,0,abruptExp,25.3694338232116
11,4,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-10.745,11.345,-10.745,11.345,18_abruptExp,0,abruptExp,-23.0173410459071
11,5,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-0.38182,13.909,-0.38182,13.909,18_abruptExp,0,abruptExp,0.74962052911016
11,6,0,45,0,-15.273,21.599,21.599,1.5518e+12,8.6727,11.127,8.6727,11.127,18_abruptExp,0,abruptExp,26.8140604874951
11,7,0,45,0,-15.273,21.599,21.599,1.5518e+12,8.1272,10.8,8.1272,10.8,18_abruptExp,0,abruptExp,27.6872509856524
11,8,0,135,0,-15.273,-21.599,21.599,1.5518e+12,-10.2,9.5999,-10.2,9.5999,18_abruptExp,0,abruptExp,-22.7022079834267
11,9,0,90,0,-15.273,1.8704e-15,30.545,1.5518e+12,-1.3091,12.982,-1.3091,12.982,18_abruptExp,0,abruptExp,2.65270940622845
24,1,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-19.691,14.291,-19.691,14.291,19_abruptExp,0,abruptExp,-6.75455593497145
24,2,-60,45,0,-10.691,21.599,21.599,1.5518e+12,11.891,13.964,11.891,13.964,19_abruptExp,0,abruptExp,19.2521874852425
24,3,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-1.8,21.654,-1.8,21.654,19_abruptExp,0,abruptExp,3.18522603408471
24,4,-60,45,0,-10.691,21.599,21.599,1.5518e+12,15.382,12.218,15.382,12.218,19_abruptExp,0,abruptExp,11.1210415432312
24,5,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-17.454,14.945,-17.454,14.945,19_abruptExp,0,abruptExp,-10.7514218711599
24,6,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-0.87272,23.563,-0.87272,23.563,19_abruptExp,0,abruptExp,1.45946042793895
24,7,-60,45,0,-10.691,21.599,21.599,1.5518e+12,13.364,14.236,13.364,14.236,19_abruptExp,0,abruptExp,16.8031066895626
24,8,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,1.0364,22.091,1.0364,22.091,19_abruptExp,0,abruptExp,-1.81079780999751
24,9,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-16.091,12.982,-16.091,12.982,19_abruptExp,0,abruptExp,-10.7952886313989
16,1,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-1.0364,20.127,-1.0364,20.127,19_abruptExp,0,abruptExp,1.92611380228797
16,2,-60,45,0,-10.691,21.599,21.599,1.5518e+12,14.073,13.309,14.073,13.309,19_abruptExp,0,abruptExp,14.6137062038916
16,3,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-15.927,8.9999,-15.927,8.9999,19_abruptExp,0,abruptExp,-6.03230884012174
16,4,-60,45,0,-10.691,21.599,21.599,1.5518e+12,14.836,13.309,14.836,13.309,19_abruptExp,0,abruptExp,13.2770251395073
16,5,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,0.054545,19.091,0.054545,19.091,19_abruptExp,0,abruptExp,-0.104935692675497
16,6,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-17.236,10.636,-17.236,10.636,19_abruptExp,0,abruptExp,-6.05563887247462
16,7,-60,45,0,-10.691,21.599,21.599,1.5518e+12,12.273,9.109,12.273,9.109,19_abruptExp,0,abruptExp,13.2073583168401
16,8,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-20.073,13.2,-20.073,13.2,19_abruptExp,0,abruptExp,-4.96332958995941
16,9,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,0.65454,15.327,0.65454,15.327,19_abruptExp,0,abruptExp,-1.44109735434039
22,1,-60,45,0,-10.691,21.599,21.599,1.5518e+12,0.32727,25.309,0.32727,25.309,19_abruptExp,1,abruptExp,44.4791479657287
22,2,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-9.7636,14.454,-9.7636,14.454,19_abruptExp,1,abruptExp,21.2207883294638
22,3,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-13.691,1.8,-13.691,1.8,19_abruptExp,1,abruptExp,2.62420182963331
22,4,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-16.091,3.4363,-16.091,3.4363,19_abruptExp,1,abruptExp,3.71806975451111
22,5,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-10.254,13.254,-10.254,13.254,19_abruptExp,1,abruptExp,23.1821276205589
22,6,-60,45,0,-10.691,21.599,21.599,1.5518e+12,3.5454,10.964,3.5454,10.964,19_abruptExp,1,abruptExp,35.7019125888205
22,7,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-12.327,9.3272,-12.327,9.3272,19_abruptExp,1,abruptExp,31.6243308131508
22,8,-60,45,0,-10.691,21.599,21.599,1.5518e+12,5.2363,15.109,5.2363,15.109,19_abruptExp,1,abruptExp,33.5272331731653
22,9,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-14.345,3.8727,-14.345,3.8727,19_abruptExp,1,abruptExp,-0.433445569558586
18,1,-60,135,0,-10.691,-21.599,21.599,1.5518e+12,-11.727,1.9636,-11.727,1.9636,19_abruptExp,1,abruptExp,-2.17877189732451
18,2,-60,90,0,-10.691,1.8704e-15,30.545,1.5518e+12,-16.309,23.345,-16.309,23.345,19_abruptExp,1,abruptExp,25.6023016390189
18,3,-60,45,0,-10.691,21.599,21.599,1.5518e+12,1.2545,9.3272,1.2545,9.3272,19_abruptExp,1,abruptExp,41.4140790781789
